BOM Variant,vad_description1,Component Variant,Quantity,Build per,Time (hrs)
125-GAP,Trigger Unit (Gapping Ring),5633,1.0,1,0.031506849
125-GAP,Trigger Unit (Gapping Ring),2603,1.0,1,0.031506849
125-GAP,Trigger Unit (Gapping Ring),2037,1.0,1,0.031506849
125-GAP,Trigger Unit (Gapping Ring),5624,1.0,1,0.031506849
125-GAP,Trigger Unit (Gapping Ring),2226,1.0,1,0.031506849
125-NOG,Trigger Unit (No Gapping Ring),5633,1.0,1,0.039534884
125-NOG,Trigger Unit (No Gapping Ring),5632,1.0,1,0.039534884
125-NOG,Trigger Unit (No Gapping Ring),2603,1.0,1,0.039534884
125-NOG,Trigger Unit (No Gapping Ring),2037,1.0,1,0.039534884
125-NOG,Trigger Unit (No Gapping Ring),5624,1.0,1,0.039534884
126-GAP&RIB,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & 6.3mm Ribbed),5626,1.0,1,0.133
126-GAP&RIB,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & 6.3mm Ribbed),2504,1.0,1,0.133
126-GAP&RIB,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & 6.3mm Ribbed),2401,1.0,1,0.133
126-GAP&RIB,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & 6.3mm Ribbed),125-GAP,1.0,1,0.133
126-GAP&SNA,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & Snap-on),5626,1.0,1,0.067733333
126-GAP&SNA,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & Snap-on),2400,1.0,1,0.067733333
126-GAP&SNA,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & Snap-on),2504,1.0,1,0.067733333
126-GAP&SNA,Trigger Unit & Conveyor Tube Assy. (Gapping Ring & Snap-on),125-GAP,1.0,1,0.067733333
126-NOG&RIB,Trigger Unit & Conveyor Tube Assy. (No Gapping Ring & 6.3mm Ribbed),5626,1.0,1,0.11111
126-NOG&RIB,Trigger Unit & Conveyor Tube Assy. (No Gapping Ring & 6.3mm Ribbed),2401,1.0,1,0.11111
126-NOG&RIB,Trigger Unit & Conveyor Tube Assy. (No Gapping Ring & 6.3mm Ribbed),125-NOG,1.0,1,0.11111
126-NOG&SNA,Trigger Unit & Conveyor Tube Assy. (No Gapping Ring & Snap-on),5626,1.0,1,0.11111
126-NOG&SNA,Trigger Unit & Conveyor Tube Assy. (No Gapping Ring & Snap-on),2400,1.0,1,0.11111
126-NOG&SNA,Trigger Unit & Conveyor Tube Assy. (No Gapping Ring & Snap-on),125-NOG,1.0,1,0.11111
127,"Ball Valve Assembly - 6.3mm ID Hose Inlet with 1/4"" BSPM Outlet",146,1.0,1,0.0
127,"Ball Valve Assembly - 6.3mm ID Hose Inlet with 1/4"" BSPM Outlet",2402,1.0,1,0.0
134,6 Litre Sprayer with Eclipse Spray Lance,172,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,72,2.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,5626,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,5631,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,5297,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,25,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,57,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,9109,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,2401,1.0,1,0.42
134,6 Litre Sprayer with Eclipse Spray Lance,125-NOG,1.0,1,0.42
135,10 Litre Sprayer with Eclipse Spray Lance,5297,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,5631,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,5626,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,72,2.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,173,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,25,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,57,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,9109,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,2401,1.0,1,0.3332
135,10 Litre Sprayer with Eclipse Spray Lance,125-NOG,1.0,1,0.3332
140-1,The Fazeley Flow - One Pint Brass,11115,1.0,1,0.106423077
140-1,The Fazeley Flow - One Pint Brass,11224,1.0,1,0.106423077
140-1,The Fazeley Flow - One Pint Brass,10752,1.0,1,0.106423077
140-1,The Fazeley Flow - One Pint Brass,10283,1.0,1,0.106423077
140-1,The Fazeley Flow - One Pint Brass,11483,1.0,1,0.106423077
140-2,The Fazeley Flow - Two Pint Brass,11224,1.0,1,0.111641221
140-2,The Fazeley Flow - Two Pint Brass,11115,2.0,1,0.111641221
140-2,The Fazeley Flow - Two Pint Brass,10344,1.0,1,0.111641221
140-2,The Fazeley Flow - Two Pint Brass,10283,1.0,1,0.111641221
140-2,The Fazeley Flow - Two Pint Brass,11490,1.0,1,0.111641221
145-2,The Rowley Ripple - Two Pint Brass,11115,2.0,1,0.102316602
145-2,The Rowley Ripple - Two Pint Brass,11224,1.0,1,0.102316602
145-2,The Rowley Ripple - Two Pint Brass,11024,1.0,1,0.102316602
145-2,The Rowley Ripple - Two Pint Brass,10353,1.0,1,0.102316602
145-2,The Rowley Ripple - Two Pint Brass,10283,1.0,1,0.102316602
145-2,The Rowley Ripple - Two Pint Brass,11299,1.0,1,0.102316602
145-2,The Rowley Ripple - Two Pint Brass,11494,1.0,1,0.102316602
150-1-BLU-10,The Langley Sprinkler in Blue (Trade Pack),10386,10.0,1,0.110849673
150-1-BLU-10,The Langley Sprinkler in Blue (Trade Pack),10378,10.0,1,0.110849673
150-1-BLU-10,The Langley Sprinkler in Blue (Trade Pack),10383,1.0,1,0.110849673
150-1-BLU-10,The Langley Sprinkler in Blue (Trade Pack),10385,10.0,1,0.110849673
150-1-BLU-10,The Langley Sprinkler in Blue (Trade Pack),10081,10.0,1,0.110849673
150-1-DEB-10,The Langley Sprinkler in Duck Egg Blue (Trade Pack),10393,10.0,1,0.1035
150-1-DEB-10,The Langley Sprinkler in Duck Egg Blue (Trade Pack),10383,1.0,1,0.1035
150-1-DEB-10,The Langley Sprinkler in Duck Egg Blue (Trade Pack),10394,10.0,1,0.1035
150-1-DEB-10,The Langley Sprinkler in Duck Egg Blue (Trade Pack),10378,10.0,1,0.1035
150-1-DEB-10,The Langley Sprinkler in Duck Egg Blue (Trade Pack),10097,10.0,1,0.1035
150-1-GRN-10,The Langley Sprinkler in Green (Trade Pack),10381,10.0,1,0.123666667
150-1-GRN-10,The Langley Sprinkler in Green (Trade Pack),10382,10.0,1,0.123666667
150-1-GRN-10,The Langley Sprinkler in Green (Trade Pack),10383,1.0,1,0.123666667
150-1-GRN-10,The Langley Sprinkler in Green (Trade Pack),10378,10.0,1,0.123666667
150-1-GRN-10,The Langley Sprinkler in Green (Trade Pack),10077,10.0,1,0.123666667
150-1-RCL-10,The Langley Sprinkler in Recycled Plastic (Trade Pack),10378,10.0,1,0.105268293
150-1-RCL-10,The Langley Sprinkler in Recycled Plastic (Trade Pack),10383,1.0,1,0.105268293
150-1-RCL-10,The Langley Sprinkler in Recycled Plastic (Trade Pack),10379,10.0,1,0.105268293
150-1-RCL-10,The Langley Sprinkler in Recycled Plastic (Trade Pack),10380,10.0,1,0.105268293
150-1-RCL-10,The Langley Sprinkler in Recycled Plastic (Trade Pack),10076,10.0,1,0.105268293
150-1-RED-10,The Langley Sprinkler in Red (Trade Pack),10388,10.0,1,0.123666667
150-1-RED-10,The Langley Sprinkler in Red (Trade Pack),10387,10.0,1,0.123666667
150-1-RED-10,The Langley Sprinkler in Red (Trade Pack),10378,10.0,1,0.123666667
150-1-RED-10,The Langley Sprinkler in Red (Trade Pack),10383,1.0,1,0.123666667
150-1-RED-10,The Langley Sprinkler in Red (Trade Pack),10085,10.0,1,0.123666667
150-1-SAG-10,The Langley Sprinkler in Sage (Trade Pack),10391,10.0,1,0.107804233
150-1-SAG-10,The Langley Sprinkler in Sage (Trade Pack),10392,10.0,1,0.107804233
150-1-SAG-10,The Langley Sprinkler in Sage (Trade Pack),10378,10.0,1,0.107804233
150-1-SAG-10,The Langley Sprinkler in Sage (Trade Pack),10383,1.0,1,0.107804233
150-1-SAG-10,The Langley Sprinkler in Sage (Trade Pack),10093,10.0,1,0.107804233
150-1-YEL-10,The Langley Sprinkler in Yellow (Trade Pack),10383,1.0,1,0.123666667
150-1-YEL-10,The Langley Sprinkler in Yellow (Trade Pack),10378,10.0,1,0.123666667
150-1-YEL-10,The Langley Sprinkler in Yellow (Trade Pack),10390,10.0,1,0.123666667
150-1-YEL-10,The Langley Sprinkler in Yellow (Trade Pack),10389,10.0,1,0.123666667
150-1-YEL-10,The Langley Sprinkler in Yellow (Trade Pack),10089,10.0,1,0.123666667
153,Hex Adaptor – Trigger Unit to Inj. Rod,10566,104.0,1000,0.069306931
154,HD Cream/Gel Applicator - 6l Steel Tank,172,1.0,1,0.406666667
154,HD Cream/Gel Applicator - 6l Steel Tank,72,1.0,1,0.406666667
154,HD Cream/Gel Applicator - 6l Steel Tank,5297,1.0,1,0.406666667
155-1-9222-GRACRM,The Fazeley One Pint Graphite and Jug Cream,155-1-GRA,1.0,1,0.0
155-1-9222-GRACRM,The Fazeley One Pint Graphite and Jug Cream,9222-CRM,1.0,1,0.0
155-1-9222-GRAGRA,The Fazeley One Pint Graphite and Jug,155-1-GRA,1.0,1,0.0
155-1-9222-GRAGRA,The Fazeley One Pint Graphite and Jug,9222-GRA,1.0,1,0.0
155-1-9222-GRNCRM,The Fazeley One Pint Green and Jug Cream,155-1-GRN,1.0,1,0.0
155-1-9222-GRNCRM,The Fazeley One Pint Green and Jug Cream,9222-CRM,1.0,1,0.0
155-1-9222-GRNGRA,The Fazeley One Pint Green and Jug Graphite,155-1-GRN,1.0,1,0.0
155-1-9222-GRNGRA,The Fazeley One Pint Green and Jug Graphite,9222-GRA,1.0,1,0.0
155-1-BBM,The Fazeley Flow - One Pint in Bluebell Meadow,10752,1.0,1,0.032707276
155-1-BBM,The Fazeley Flow - One Pint in Bluebell Meadow,11115,1.0,1,0.032707276
155-1-BBM,The Fazeley Flow - One Pint in Bluebell Meadow,10283,1.0,1,0.032707276
155-1-BBM,The Fazeley Flow - One Pint in Bluebell Meadow,11292,1.0,1,0.032707276
155-1-FRG,The Fazeley Flow - One Pint in Fern Green,10752,1.0,1,0.031967546
155-1-FRG,The Fazeley Flow - One Pint in Fern Green,11115,1.0,1,0.031967546
155-1-FRG,The Fazeley Flow - One Pint in Fern Green,10283,1.0,1,0.031967546
155-1-FRG,The Fazeley Flow - One Pint in Fern Green,11291,1.0,1,0.031967546
155-1-GLV,The Fazeley Flow - One Pint in Galv',11115,1.0,1,0.03846
155-1-GLV,The Fazeley Flow - One Pint in Galv',10752,1.0,1,0.03846
155-1-GLV,The Fazeley Flow - One Pint in Galv',10283,1.0,1,0.03846
155-1-GLV,The Fazeley Flow - One Pint in Galv',10829,1.0,1,0.03846
155-1-GRA,The Fazeley Flow - One Pint in Graphite,10752,1.0,1,0.030934579
155-1-GRA,The Fazeley Flow - One Pint in Graphite,11115,1.0,1,0.030934579
155-1-GRA,The Fazeley Flow - One Pint in Graphite,10283,1.0,1,0.030934579
155-1-GRA,The Fazeley Flow - One Pint in Graphite,11125,1.0,1,0.030934579
155-1-GRN,The Fazeley Flow - One Pint in HAWS Green,10752,1.0,1,0.029645833
155-1-GRN,The Fazeley Flow - One Pint in HAWS Green,11115,1.0,1,0.029645833
155-1-GRN,The Fazeley Flow - One Pint in HAWS Green,10283,1.0,1,0.029645833
155-1-GRN,The Fazeley Flow - One Pint in HAWS Green,10836,1.0,1,0.029645833
155-1-GRN-10,The Fazeley Flow - One Pint in HAWS Green (Box of 10),11115,10.0,1,0.0
155-1-GRN-10,The Fazeley Flow - One Pint in HAWS Green (Box of 10),10383,1.0,1,0.0
155-1-GRN-10,The Fazeley Flow - One Pint in HAWS Green (Box of 10),10283,10.0,1,0.0
155-1-GRN-10,The Fazeley Flow - One Pint in HAWS Green (Box of 10),10836,10.0,1,0.0
155-1-LCG,The Fazeley Flow - One Pint in Lichen Green,11115,1.0,1,0.040333333
155-1-LCG,The Fazeley Flow - One Pint in Lichen Green,10752,1.0,1,0.040333333
155-1-LCG,The Fazeley Flow - One Pint in Lichen Green,10283,1.0,1,0.040333333
155-1-LCG,The Fazeley Flow - One Pint in Lichen Green,11454,1.0,1,0.040333333
155-1-PCP,The Fazeley Flow - One Pint in Peppercorn Pink,11115,1.0,1,0.034907749
155-1-PCP,The Fazeley Flow - One Pint in Peppercorn Pink,10752,1.0,1,0.034907749
155-1-PCP,The Fazeley Flow - One Pint in Peppercorn Pink,10283,1.0,1,0.034907749
155-1-PCP,The Fazeley Flow - One Pint in Peppercorn Pink,11289,1.0,1,0.034907749
155-1-SAG,The Fazeley Flow - One Pint in Sage,11115,1.0,1,0.03846
155-1-SAG,The Fazeley Flow - One Pint in Sage,11538,1.0,1,0.03846
155-1-SAG,The Fazeley Flow - One Pint in Sage,10752,1.0,1,0.03846
155-1-SAG,The Fazeley Flow - One Pint in Sage,10283,1.0,1,0.03846
155-1-SAG,The Fazeley Flow - One Pint in Sage,10837,1.0,1,0.03846
155-1-TCO,The Fazeley Flow - One Pint in Terracotta Orange,11115,1.0,1,0.033737024
155-1-TCO,The Fazeley Flow - One Pint in Terracotta Orange,10752,1.0,1,0.033737024
155-1-TCO,The Fazeley Flow - One Pint in Terracotta Orange,10283,1.0,1,0.033737024
155-1-TCO,The Fazeley Flow - One Pint in Terracotta Orange,11290,1.0,1,0.033737024
155-2-2002,The Fazeley Flow - Two Pint in Signal Red,ZNS1311,1.0,1,0.035
155-2-2002,The Fazeley Flow - Two Pint in Signal Red,11115,1.0,1,0.035
155-2-2002,The Fazeley Flow - Two Pint in Signal Red,10344,1.0,1,0.035
155-2-2002,The Fazeley Flow - Two Pint in Signal Red,10283,1.0,1,0.035
155-2-2002,The Fazeley Flow - Two Pint in Signal Red,11236,1.0,1,0.035
155-2-4009,The Fazeley Flow - Two Pint in Pastel Violet,10344,1.0,1,0.031944444
155-2-4009,The Fazeley Flow - Two Pint in Pastel Violet,11115,1.0,1,0.031944444
155-2-4009,The Fazeley Flow - Two Pint in Pastel Violet,10283,1.0,1,0.031944444
155-2-4009,The Fazeley Flow - Two Pint in Pastel Violet,11277,1.0,1,0.031944444
155-2-8004,The Fazeley Flow - Two Pint in Copper Brown,11115,1.0,1,0.0371
155-2-8004,The Fazeley Flow - Two Pint in Copper Brown,10344,1.0,1,0.0371
155-2-8004,The Fazeley Flow - Two Pint in Copper Brown,11300,1.0,1,0.0371
155-2-8004,The Fazeley Flow - Two Pint in Copper Brown,10283,1.0,1,0.0371
155-2-8004,The Fazeley Flow - Two Pint in Copper Brown,11246,1.0,1,0.0371
155-2-9222-GRA,The Fazeley Two Pint Graphite and Jug,155-2-GRA,1.0,1,0.0
155-2-9222-GRA,The Fazeley Two Pint Graphite and Jug,9222-GRA,1.0,1,0.0
155-2-9222-GRACRM,The Fazeley Two Pint Graphite and Jug Cream,155-2-GRA,1.0,1,0.0
155-2-9222-GRACRM,The Fazeley Two Pint Graphite and Jug Cream,9222-CRM,1.0,1,0.0
155-2-9222-GRNCRM,The Fazeley Two Pint Green and Jug Cream,155-2-GRN,1.0,1,0.0
155-2-9222-GRNCRM,The Fazeley Two Pint Green and Jug Cream,9222-CRM,1.0,1,0.0
155-2-9222-GRNGRA,The Fazeley Two Pint Green and Jug Graphite,155-2-GRN,1.0,1,0.0
155-2-9222-GRNGRA,The Fazeley Two Pint Green and Jug Graphite,9222-GRA,1.0,1,0.0
155-2-APG,The Fazeley Flow - Two Pint in Apple Green,10344,1.0,1,0.034475309
155-2-APG,The Fazeley Flow - Two Pint in Apple Green,11115,1.0,1,0.034475309
155-2-APG,The Fazeley Flow - Two Pint in Apple Green,10283,1.0,1,0.034475309
155-2-APG,The Fazeley Flow - Two Pint in Apple Green,11287,1.0,1,0.034475309
155-2-BBM,The Fazeley Flow - Two Pint Bluebell Meadow,11115,1.0,1,0.03492278
155-2-BBM,The Fazeley Flow - Two Pint Bluebell Meadow,10344,1.0,1,0.03492278
155-2-BBM,The Fazeley Flow - Two Pint Bluebell Meadow,10283,1.0,1,0.03492278
155-2-BBM,The Fazeley Flow - Two Pint Bluebell Meadow,11282,1.0,1,0.03492278
155-2-BNB,The Fazeley Flow - Two Pint - British Navy Blue,10344,1.0,1,0.035294118
155-2-BNB,The Fazeley Flow - Two Pint - British Navy Blue,11115,1.0,1,0.035294118
155-2-BNB,The Fazeley Flow - Two Pint - British Navy Blue,10283,1.0,1,0.035294118
155-2-BNB,The Fazeley Flow - Two Pint - British Navy Blue,11296,1.0,1,0.035294118
155-2-CED,The Fazeley Flow - Two Pint  Copper Edition,11115,1.0,1,0.0
155-2-CED,The Fazeley Flow - Two Pint  Copper Edition,10344,1.0,1,0.0
155-2-CED,The Fazeley Flow - Two Pint  Copper Edition,10746,1.0,1,0.0
155-2-CED,The Fazeley Flow - Two Pint  Copper Edition,ZZZ10738,1.0,1,0.0
155-2-FRG,The Fazeley Flow - Two Pint in Fern Green,10344,1.0,1,0.032296296
155-2-FRG,The Fazeley Flow - Two Pint in Fern Green,11115,1.0,1,0.032296296
155-2-FRG,The Fazeley Flow - Two Pint in Fern Green,10283,1.0,1,0.032296296
155-2-FRG,The Fazeley Flow - Two Pint in Fern Green,11283,1.0,1,0.032296296
155-2-GLV,The Fazeley Flow - Two Pint in Galv',10344,1.0,1,0.03846
155-2-GLV,The Fazeley Flow - Two Pint in Galv',11115,1.0,1,0.03846
155-2-GLV,The Fazeley Flow - Two Pint in Galv',10002,1.0,1,0.03846
155-2-GLV,The Fazeley Flow - Two Pint in Galv',10283,1.0,1,0.03846
155-2-GRA,The Fazeley Flow - Two Pint in Graphite,11115,1.0,1,0.0292
155-2-GRA,The Fazeley Flow - Two Pint in Graphite,10344,1.0,1,0.0292
155-2-GRA,The Fazeley Flow - Two Pint in Graphite,10283,1.0,1,0.0292
155-2-GRA,The Fazeley Flow - Two Pint in Graphite,11126,1.0,1,0.0292
155-2-GRN,The Fazeley Flow - Two Pint in HAWS Green,11115,1.0,1,0.032812762
155-2-GRN,The Fazeley Flow - Two Pint in HAWS Green,10344,1.0,1,0.032812762
155-2-GRN,The Fazeley Flow - Two Pint in HAWS Green,10283,1.0,1,0.032812762
155-2-GRN,The Fazeley Flow - Two Pint in HAWS Green,10685,1.0,1,0.032812762
155-2-LCG,The Fazeley Flow - Two Pint in Lichen Green,11115,1.0,1,0.035
155-2-LCG,The Fazeley Flow - Two Pint in Lichen Green,10344,1.0,1,0.035
155-2-LCG,The Fazeley Flow - Two Pint in Lichen Green,10283,1.0,1,0.035
155-2-LCG,The Fazeley Flow - Two Pint in Lichen Green,11455,1.0,1,0.035
155-2-LTS,The Fazeley Flow - Two Pint in Lotus Yellow,11115,1.0,1,0.034469027
155-2-LTS,The Fazeley Flow - Two Pint in Lotus Yellow,10344,1.0,1,0.034469027
155-2-LTS,The Fazeley Flow - Two Pint in Lotus Yellow,10283,1.0,1,0.034469027
155-2-LTS,The Fazeley Flow - Two Pint in Lotus Yellow,11286,1.0,1,0.034469027
155-2-MTL,The Fazeley Flow - Two Pint in Misty Lilac,10344,1.0,1,0.034753363
155-2-MTL,The Fazeley Flow - Two Pint in Misty Lilac,11115,1.0,1,0.034753363
155-2-MTL,The Fazeley Flow - Two Pint in Misty Lilac,10283,1.0,1,0.034753363
155-2-MTL,The Fazeley Flow - Two Pint in Misty Lilac,11285,1.0,1,0.034753363
155-2-SAG,The Fazeley Flow - Two Pint in Sage,10344,1.0,1,0.03846
155-2-SAG,The Fazeley Flow - Two Pint in Sage,11115,1.0,1,0.03846
155-2-SAG,The Fazeley Flow - Two Pint in Sage,10283,1.0,1,0.03846
155-2-SAG,The Fazeley Flow - Two Pint in Sage,10686,1.0,1,0.03846
155-2-SSB,The Fazeley Flow - Two Pint in Summer Sky Blue,11115,1.0,1,0.034182825
155-2-SSB,The Fazeley Flow - Two Pint in Summer Sky Blue,10344,1.0,1,0.034182825
155-2-SSB,The Fazeley Flow - Two Pint in Summer Sky Blue,10283,1.0,1,0.034182825
155-2-SSB,The Fazeley Flow - Two Pint in Summer Sky Blue,11284,1.0,1,0.034182825
155-2-TCO,The Fazeley Flow - Two Pint in Terracota Orange,11115,1.0,1,0.031965135
155-2-TCO,The Fazeley Flow - Two Pint in Terracota Orange,10344,1.0,1,0.031965135
155-2-TCO,The Fazeley Flow - Two Pint in Terracota Orange,10283,1.0,1,0.031965135
155-2-TCO,The Fazeley Flow - Two Pint in Terracota Orange,11288,1.0,1,0.031965135
160-1,The Fazeley Flow - One Pint Copper,11115,1.0,1,0.094357779
160-1,The Fazeley Flow - One Pint Copper,10752,1.0,1,0.094357779
160-1,The Fazeley Flow - One Pint Copper,11224,1.0,1,0.094357779
160-1,The Fazeley Flow - One Pint Copper,10283,1.0,1,0.094357779
160-1,The Fazeley Flow - One Pint Copper,11201,1.0,1,0.094357779
160-1-HMMR,The Fazeley Flow - Hammered Finish - One Pint Copper,11224,1.0,1,0.0
160-1-HMMR,The Fazeley Flow - Hammered Finish - One Pint Copper,11115,1.0,1,0.0
160-1-HMMR,The Fazeley Flow - Hammered Finish - One Pint Copper,10752,1.0,1,0.0
160-1-HMMR,The Fazeley Flow - Hammered Finish - One Pint Copper,10283,1.0,1,0.0
160-1-HMMR,The Fazeley Flow - Hammered Finish - One Pint Copper,11562,1.0,1,0.0
160-2,The Fazeley Flow - Two Pint Copper,11115,2.0,1,0.104649644
160-2,The Fazeley Flow - Two Pint Copper,11224,1.0,1,0.104649644
160-2,The Fazeley Flow - Two Pint Copper,10344,1.0,1,0.104649644
160-2,The Fazeley Flow - Two Pint Copper,10283,1.0,1,0.104649644
160-2,The Fazeley Flow - Two Pint Copper,11202,1.0,1,0.104649644
164,Body - Circular Spray Nozzle,10569,94.0,1000,0.0
165,Rotor - Circular Spray Nozzle,10576,900.0,1000000,0.0
165-2-188-2-GRN,The Warley and Rowley ,165-2-GRN,1.0,1,0.0
165-2-188-2-GRN,The Warley and Rowley ,188-2-GRN,1.0,1,0.0
165-2-3005,The Rowley Ripple - Two Pint in Wine Red,11024,1.0,1,0.03846
165-2-3005,The Rowley Ripple - Two Pint in Wine Red,11115,2.0,1,0.03846
165-2-3005,The Rowley Ripple - Two Pint in Wine Red,11251,1.0,1,0.03846
165-2-3005,The Rowley Ripple - Two Pint in Wine Red,10353,1.0,1,0.03846
165-2-3005,The Rowley Ripple - Two Pint in Wine Red,10283,1.0,1,0.03846
165-2-3005,The Rowley Ripple - Two Pint in Wine Red,11243,1.0,1,0.03846
165-2-3005,The Rowley Ripple - Two Pint in Wine Red,11299,1.0,1,0.03846
165-2-6014,The Rowley Ripple - Two Pint in Yellow Olive,11024,1.0,1,0.035971429
165-2-6014,The Rowley Ripple - Two Pint in Yellow Olive,11115,2.0,1,0.035971429
165-2-6014,The Rowley Ripple - Two Pint in Yellow Olive,11250,1.0,1,0.035971429
165-2-6014,The Rowley Ripple - Two Pint in Yellow Olive,10353,1.0,1,0.035971429
165-2-6014,The Rowley Ripple - Two Pint in Yellow Olive,10283,1.0,1,0.035971429
165-2-6014,The Rowley Ripple - Two Pint in Yellow Olive,11247,1.0,1,0.035971429
165-2-6014,The Rowley Ripple - Two Pint in Yellow Olive,11299,1.0,1,0.035971429
165-2-9222-GRA,The Rowley Two Pint Graphite and Jug ,165-2-GRA,1.0,1,0.0
165-2-9222-GRA,The Rowley Two Pint Graphite and Jug ,9222-GRA,1.0,1,0.0
165-2-9222-GRACRM,The Rowley Two Pint Graphite and Jug Cream,165-2-GRA,1.0,1,0.0
165-2-9222-GRACRM,The Rowley Two Pint Graphite and Jug Cream,9222-CRM,1.0,1,0.0
165-2-9222-GRNCRM,The Rowley Two Pint Green and Jug Cream,165-2-GRN,1.0,1,0.0
165-2-9222-GRNCRM,The Rowley Two Pint Green and Jug Cream,9222-CRM,1.0,1,0.0
165-2-9222-GRNGRA,The Rowley Two Pint Green and Jug Graphite,165-2-GRN,1.0,1,0.0
165-2-9222-GRNGRA,The Rowley Two Pint Green and Jug Graphite,9222-GRA,1.0,1,0.0
165-2-BNB,The Rowley Ripple - Two Pint in British Navy Blue,10353,1.0,1,0.033502646
165-2-BNB,The Rowley Ripple - Two Pint in British Navy Blue,11024,1.0,1,0.033502646
165-2-BNB,The Rowley Ripple - Two Pint in British Navy Blue,11115,2.0,1,0.033502646
165-2-BNB,The Rowley Ripple - Two Pint in British Navy Blue,10283,1.0,1,0.033502646
165-2-BNB,The Rowley Ripple - Two Pint in British Navy Blue,11279,1.0,1,0.033502646
165-2-BNB,The Rowley Ripple - Two Pint in British Navy Blue,11299,1.0,1,0.033502646
165-2-BUR,The Rowley Ripple - Two Pint in Burgundy,11115,2.0,1,0.038444444
165-2-BUR,The Rowley Ripple - Two Pint in Burgundy,11024,1.0,1,0.038444444
165-2-BUR,The Rowley Ripple - Two Pint in Burgundy,10353,1.0,1,0.038444444
165-2-BUR,The Rowley Ripple - Two Pint in Burgundy,10283,1.0,1,0.038444444
165-2-BUR,The Rowley Ripple - Two Pint in Burgundy,10747,1.0,1,0.038444444
165-2-BUR,The Rowley Ripple - Two Pint in Burgundy,11299,1.0,1,0.038444444
165-2-CLA,The Rowley Ripple - Two Pint in Claret,11115,2.0,1,0.03846
165-2-CLA,The Rowley Ripple - Two Pint in Claret,11024,1.0,1,0.03846
165-2-CLA,The Rowley Ripple - Two Pint in Claret,10353,1.0,1,0.03846
165-2-CLA,The Rowley Ripple - Two Pint in Claret,10283,1.0,1,0.03846
165-2-CLA,The Rowley Ripple - Two Pint in Claret,10688,1.0,1,0.03846
165-2-CLA,The Rowley Ripple - Two Pint in Claret,11299,1.0,1,0.03846
165-2-CRM,The Rowley Ripple - Two Pint in Cream,10353,1.0,1,0.044117647
165-2-CRM,The Rowley Ripple - Two Pint in Cream,11024,1.0,1,0.044117647
165-2-CRM,The Rowley Ripple - Two Pint in Cream,11115,2.0,1,0.044117647
165-2-CRM,The Rowley Ripple - Two Pint in Cream,10283,1.0,1,0.044117647
165-2-CRM,The Rowley Ripple - Two Pint in Cream,10689,1.0,1,0.044117647
165-2-CRM,The Rowley Ripple - Two Pint in Cream,11299,1.0,1,0.044117647
165-2-DEB,The Rowley Ripple - Two Pint in Duck Egg Blue,11115,2.0,1,0.03846
165-2-DEB,The Rowley Ripple - Two Pint in Duck Egg Blue,11024,1.0,1,0.03846
165-2-DEB,The Rowley Ripple - Two Pint in Duck Egg Blue,10353,1.0,1,0.03846
165-2-DEB,The Rowley Ripple - Two Pint in Duck Egg Blue,10283,1.0,1,0.03846
165-2-DEB,The Rowley Ripple - Two Pint in Duck Egg Blue,10690,1.0,1,0.03846
165-2-DEB,The Rowley Ripple - Two Pint in Duck Egg Blue,11299,1.0,1,0.03846
165-2-GLV,The Rowley Ripple - Two Pint in Galv',11024,1.0,1,0.03846
165-2-GLV,The Rowley Ripple - Two Pint in Galv',11115,2.0,1,0.03846
165-2-GLV,The Rowley Ripple - Two Pint in Galv',10353,1.0,1,0.03846
165-2-GLV,The Rowley Ripple - Two Pint in Galv',10016,1.0,1,0.03846
165-2-GLV,The Rowley Ripple - Two Pint in Galv',10283,1.0,1,0.03846
165-2-GLV,The Rowley Ripple - Two Pint in Galv',11299,1.0,1,0.03846
165-2-GRA,The Rowley Ripple - Two Pint in Graphite,10353,1.0,1,0.034861538
